actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title,comb
Macaulay Culkin,John Larroquette,Jonathan Hyde,Donald Petrie,Comedy|Family,ri¢hie ri¢h,Macaulay Culkin John Larroquette Jonathan Hyde Donald Petrie Comedy|Family
J.K. Simmons,Sam Trammell,Elaine Stritch,Joan Chen,Drama|Romance,autumn in new york,J.K. Simmons Sam Trammell Elaine Stritch Joan Chen Drama|Romance
Brad Garrett,Scott Porter,Haley Bennett,Marc Lawrence,Comedy|Music|Romance,music and lyrics,Brad Garrett Scott Porter Haley Bennett Marc Lawrence Comedy|Music|Romance
Bobby Lee,Nelson Ascencio,Jeremy Owen,Greg Mottola,Adventure|Comedy|Sci-Fi,paul,Bobby Lee Nelson Ascencio Jeremy Owen Greg Mottola Adventure|Comedy|Sci-Fi
Miriam Margolyes,Tom Virtue,Julene Renee,Anne Fletcher,Comedy|Drama,the guilt trip,Miriam Margolyes Tom Virtue Julene Renee Anne Fletcher Comedy|Drama
Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,Wes Craven,Horror|Mystery,scream 4,Alison Brie Aimee Teegarden Shenae Grimes-Beech Wes Craven Horror|Mystery
Nicolas Cage,Chris Bauer,Anthony Heald,Joel Schumacher,Mystery|Thriller,8mm,Nicolas Cage Chris Bauer Anthony Heald Joel Schumacher Mystery|Thriller
Michael Wincott,Kevin Dillon,Kathleen Quinlan,Oliver Stone,Biography|Drama|Music|Musical,the doors,Michael Wincott Kevin Dillon Kathleen Quinlan Oliver Stone Biography|Drama|Music|Musical
James Wilcox,Randall Park,Nat Faxon,Jake Kasdan,Comedy,sex tape,James Wilcox Randall Park Nat Faxon Jake Kasdan Comedy
Adam Arkin,Celia Weston,Jesse James,Diane Keaton,Comedy|Drama,hanging up,Adam Arkin Celia Weston Jesse James Diane Keaton Comedy|Drama
Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,Steven Quale,Horror,final destination 5,Emma Bell Jacqueline MacInnes Wood Courtney B. Vance Steven Quale Horror
Jeanne Tripplehorn,Burt Young,Vincent Pastore,Kelly Makin,Comedy|Crime|Romance,mickey blue eyes,Jeanne Tripplehorn Burt Young Vincent Pastore Kelly Makin Comedy|Crime|Romance
Kevin Spacey,Haley Joel Osment,Angie Dickinson,Mimi Leder,Drama,pay it forward,Kevin Spacey Haley Joel Osment Angie Dickinson Mimi Leder Drama
Jimmy Fallon,KaDee Strickland,Ione Skye,Bobby Farrelly,Comedy|Drama|Romance|Sport,fever pitch,Jimmy Fallon KaDee Strickland Ione Skye Bobby Farrelly Comedy|Drama|Romance|Sport
Bruce Dinsmore,Melissa Altro,Daniel Brochu,unknown,Animation|Comedy|Family,arthur            ,Bruce Dinsmore Melissa Altro Daniel Brochu unknown Animation|Comedy|Family
Lisa Ann Walter,Shaun Weiss,Matt Walsh,Steven Brill,Comedy|Drama,drillbit taylor,Lisa Ann Walter Shaun Weiss Matt Walsh Steven Brill Comedy|Drama
Liam Neeson,Charlize Theron,Seth MacFarlane,Seth MacFarlane,Comedy|Western,a million ways to die in the west,Liam Neeson Charlize Theron Seth MacFarlane Seth MacFarlane Comedy|Western
Jonathan Winters,Peter Boyle,John Kapelos,Russell Mulcahy,Action|Adventure|Crime|Fantasy|Mystery|Thriller,the shadow,Jonathan Winters Peter Boyle John Kapelos Russell Mulcahy Action|Adventure|Crime|Fantasy|Mystery|Thriller
Tom Hanks,Thomas Horn,Stephen Henderson,Stephen Daldry,Adventure|Drama|Mystery,extremely loud & incredibly close,Tom Hanks Thomas Horn Stephen Henderson Stephen Daldry Adventure|Drama|Mystery
Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,Roger Michell,Comedy|Drama|Romance,morning glory,Noah Bean Patti D'Arbanville Vanessa Aspillaga Roger Michell Comedy|Drama|Romance
50 Cent,Bill Duke,Marc John Jefferies,Jim Sheridan,Biography|Crime|Drama|Music,get rich or die tryin',50 Cent Bill Duke Marc John Jefferies Jim Sheridan Biography|Crime|Drama|Music
Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,Christian Duguay,Action|Adventure|Crime|Thriller,the art of war,Michael Biehn Cary-Hiroyuki Tagawa Anne Archer Christian Duguay Action|Adventure|Crime|Thriller
Rosario Dawson,David Fine,Jesse L. Martin,Chris Columbus,Drama|Musical|Romance,rent,Rosario Dawson David Fine Jesse L. Martin Chris Columbus Drama|Musical|Romance
Rufus Sewell,Jimmy Smits,Angela Bettis,Chuck Russell,Crime|Drama|Horror|Thriller,bless the child,Rufus Sewell Jimmy Smits Angela Bettis Chuck Russell Crime|Drama|Horror|Thriller
Oliver Hudson,Valerie Perri,Carlease Burke,Sam Weisman,Comedy,the out-of-towners,Oliver Hudson Valerie Perri Carlease Burke Sam Weisman Comedy
Marlon Brando,Temuera Morrison,Marco Hofschneider,John Frankenheimer,Horror|Sci-Fi|Thriller,the island of dr. moreau,Marlon Brando Temuera Morrison Marco Hofschneider John Frankenheimer Horror|Sci-Fi|Thriller
Catherine Deneuve,Justin Chambers,Stephen Rea,Peter Hyams,Action|Adventure|Romance,the musketeer,Catherine Deneuve Justin Chambers Stephen Rea Peter Hyams Action|Adventure|Romance
Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,Justin Chadwick,Biography|Drama|History|Romance,the other boleyn girl,Natalie Portman Scarlett Johansson Benedict Cumberbatch Justin Chadwick Biography|Drama|History|Romance
Keanu Reeves,Charlize Theron,Frank Langella,Pat O'Connor,Drama|Romance,sweet november,Keanu Reeves Charlize Theron Frank Langella Pat O'Connor Drama|Romance
Stephen Rea,Andrea Frankle,William Ragsdale,Stephen Hopkins,Horror|Thriller,the reaping,Stephen Rea Andrea Frankle William Ragsdale Stephen Hopkins Horror|Thriller
Robert De Niro,David Carradine,David Proval,Martin Scorsese,Crime|Drama|Romance|Thriller,mean streets,Robert De Niro David Carradine David Proval Martin Scorsese Crime|Drama|Romance|Thriller
Ed Begley Jr.,Cliff Robertson,Lillo Brancato,Penny Marshall,Comedy|Drama,renaissance man,Ed Begley Jr. Cliff Robertson Lillo Brancato Penny Marshall Comedy|Drama
Jordi Mollà,Callum Blue,Jesse Borrego,Olivier Megaton,Action|Crime|Drama|Thriller,colombiana,Jordi Mollà Callum Blue Jesse Borrego Olivier Megaton Action|Crime|Drama|Thriller
Gary Oldman,Jaleel White,Eric Idle,Frederik Du Chau,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,the magic sword: quest for camelot,Gary Oldman Jaleel White Eric Idle Frederik Du Chau Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical
Robert De Niro,James Franco,John Doman,Michael Caton-Jones,Crime|Drama|Mystery|Thriller,city by the sea,Robert De Niro James Franco John Doman Michael Caton-Jones Crime|Drama|Mystery|Thriller
Mira Sorvino,Nathan Lane,Steven Weber,Irwin Winkler,Drama|Romance,at first sight,Mira Sorvino Nathan Lane Steven Weber Irwin Winkler Drama|Romance
Dane Cook,Jay Hernandez,Christina Milian,Joseph Kahn,Action|Comedy|Crime,torque,Dane Cook Jay Hernandez Christina Milian Joseph Kahn Action|Comedy|Crime
Al Pacino,Martin Landau,Bridget Fonda,Harold Becker,Drama|Thriller,city hall,Al Pacino Martin Landau Bridget Fonda Harold Becker Drama|Thriller
Bobbie Phillips,Elizabeth Berkley,Robert Davi,Paul Verhoeven,Drama,showgirls,Bobbie Phillips Elizabeth Berkley Robert Davi Paul Verhoeven Drama
Kirsten Dunst,Shirley Henderson,Rip Torn,Sofia Coppola,Biography|Drama|History|Romance,marie antoinette,Kirsten Dunst Shirley Henderson Rip Torn Sofia Coppola Biography|Drama|History|Romance
Nicolas Cage,Michael Rapaport,Philip Baker Hall,Barbet Schroeder,Action|Crime|Thriller,kiss of death,Nicolas Cage Michael Rapaport Philip Baker Hall Barbet Schroeder Action|Crime|Thriller
Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,Stephen Kay,Action|Crime|Drama|Thriller,get carter,Sylvester Stallone Miranda Richardson Lauren Lee Smith Stephen Kay Action|Crime|Drama|Thriller
Naomi Watts,Geraldine Chaplin,Oaklee Pendergast,J.A. Bayona,Drama|Thriller,the impossible,Naomi Watts Geraldine Chaplin Oaklee Pendergast J.A. Bayona Drama|Thriller
Carol Kane,Warren Beatty,Isabelle Adjani,Elaine May,Action|Adventure|Comedy|Music|Thriller,ishtar,Carol Kane Warren Beatty Isabelle Adjani Elaine May Action|Adventure|Comedy|Music|Thriller
Bill Murray,Meryl Streep,Helen McCrory,Wes Anderson,Adventure|Animation|Comedy|Crime|Family,fantastic mr. fox,Bill Murray Meryl Streep Helen McCrory Wes Anderson Adventure|Animation|Comedy|Crime|Family
Angelina Jolie Pitt,Stockard Channing,James Gammon,Stephen Herek,Comedy|Romance,life or something like it,Angelina Jolie Pitt Stockard Channing James Gammon Stephen Herek Comedy|Romance
Richard Epcar,Michael McKean,Patricia Heaton,John Carpenter,Comedy|Romance|Sci-Fi|Thriller,memoirs of an invisible man,Richard Epcar Michael McKean Patricia Heaton John Carpenter Comedy|Romance|Sci-Fi|Thriller
Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty,Jean-Pierre Jeunet,Comedy|Romance,amélie,Mathieu Kassovitz Jamel Debbouze Isabelle Nanty Jean-Pierre Jeunet Comedy|Romance
Mary-Kate Olsen,Bob Saget,Riley Smith,Dennie Gordon,Comedy|Crime|Family|Romance,new york minute,Mary-Kate Olsen Bob Saget Riley Smith Dennie Gordon Comedy|Crime|Family|Romance
Omar Epps,Nia Long,Jane Krakowski,Charles Shyer,Comedy|Drama|Romance,alfie,Omar Epps Nia Long Jane Krakowski Charles Shyer Comedy|Drama|Romance
Ted Danson,Tim Blake Nelson,Andrew Daly,Ken Kwapis,Biography|Drama|Romance,big miracle,Ted Danson Tim Blake Nelson Andrew Daly Ken Kwapis Biography|Drama|Romance
Alexa PenaVega,Treat Williams,Jonathan Jackson,Ulu Grosbard,Drama,the deep end of the ocean,Alexa PenaVega Treat Williams Jonathan Jackson Ulu Grosbard Drama
Natascha McElhone,Jeffrey Combs,Udo Kier,William Malone,Crime|Horror|Thriller,feardotcom,Natascha McElhone Jeffrey Combs Udo Kier William Malone Crime|Horror|Thriller
Josh Hutcherson,Salma Hayek,Patrick Fugit,Paul Weitz,Action|Adventure|Fantasy|Thriller,cirque du freak: the vampire's assistant,Josh Hutcherson Salma Hayek Patrick Fugit Paul Weitz Action|Adventure|Fantasy|Thriller
Daniel Radcliffe,Spencer Wilding,Daniel Mays,Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,victor frankenstein,Daniel Radcliffe Spencer Wilding Daniel Mays Paul McGuigan Drama|Horror|Sci-Fi|Thriller
Justin Theroux,Amber Valletta,Harvey Fierstein,Danny DeVito,Comedy,duplex,Justin Theroux Amber Valletta Harvey Fierstein Danny DeVito Comedy
Bernie Mac,Sean Hayes,Mike Epps,Malcolm D. Lee,Comedy|Drama|Music,soul men,Bernie Mac Sean Hayes Mike Epps Malcolm D. Lee Comedy|Drama|Music
M. Emmet Walsh,Jason Robards,Anne Archer,Jerry Jameson,Action|Adventure|Drama|Thriller,raise the titanic,M. Emmet Walsh Jason Robards Anne Archer Jerry Jameson Action|Adventure|Drama|Thriller
Michael Jai White,Daniel von Bargen,Xander Berkeley,Mic Rodgers,Action|Sci-Fi,universal soldier: the return,Michael Jai White Daniel von Bargen Xander Berkeley Mic Rodgers Action|Sci-Fi
Norman Reedus,Dennis Quaid,Eddie Rouse,Christian Alvart,Action|Horror|Mystery|Sci-Fi|Thriller,pandorum,Norman Reedus Dennis Quaid Eddie Rouse Christian Alvart Action|Horror|Mystery|Sci-Fi|Thriller
Gary Dourdan,Mekhi Phifer,Tim Guinee,Gary Fleder,Drama|Mystery|Sci-Fi|Thriller,impostor,Gary Dourdan Mekhi Phifer Tim Guinee Gary Fleder Drama|Mystery|Sci-Fi|Thriller
Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,Christian Duguay,Action|Adventure|Thriller,extreme ops,Rufus Sewell Bridgette Wilson-Sampras Rupert Graves Christian Duguay Action|Adventure|Thriller
Bridgette Wilson-Sampras,Matt Ross,John Aylward,Jean-Marie Poiré,Comedy|Fantasy|Sci-Fi,just visiting,Bridgette Wilson-Sampras Matt Ross John Aylward Jean-Marie Poiré Comedy|Fantasy|Sci-Fi
Chris Evans,Benedict Wong,Troy Garity,Danny Boyle,Adventure|Sci-Fi|Thriller,sunshine,Chris Evans Benedict Wong Troy Garity Danny Boyle Adventure|Sci-Fi|Thriller
John Gatins,Lou Saliba,Greg Collins,Brian Robbins,Comedy|Drama,a thousand words,John Gatins Lou Saliba Greg Collins Brian Robbins Comedy|Drama
Eric Idle,Anne Bancroft,Kelly Ripa,Marc F. Adler,Adventure|Animation|Comedy|Fantasy|Romance,delgo,Eric Idle Anne Bancroft Kelly Ripa Marc F. Adler Adventure|Animation|Comedy|Fantasy|Romance
Ray Winstone,Mark Rylance,Jasmine Trinca,Pierre Morel,Action|Crime|Drama|Mystery|Thriller,the gunman,Ray Winstone Mark Rylance Jasmine Trinca Pierre Morel Action|Crime|Drama|Mystery|Thriller
Alex Pettyfer,Sophie Okonedo,Ashley Walters,Geoffrey Sax,Action|Adventure|Family|Thriller,alex rider: operation stormbreaker,Alex Pettyfer Sophie Okonedo Ashley Walters Geoffrey Sax Action|Adventure|Family|Thriller
Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,D.J. Caruso,Drama|Mystery|Thriller,disturbia,Sarah Roemer Aaron Yoo Jose Pablo Cantillo D.J. Caruso Drama|Mystery|Thriller
Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,Iain Softley,Comedy|Crime|Drama|Thriller,hackers,Angelina Jolie Pitt Fisher Stevens Lorraine Bracco Iain Softley Comedy|Crime|Drama|Thriller
James Brolin,Zan Marolt,Ljubomir Kerekes,Richard Shepard,Adventure|Comedy|Drama|Romance|Thriller|War,the hunting party,James Brolin Zan Marolt Ljubomir Kerekes Richard Shepard Adventure|Comedy|Drama|Romance|Thriller|War
Jennifer Jason Leigh,Bill Cobbs,John Mahoney,Joel Coen,Comedy|Fantasy,the hudsucker proxy,Jennifer Jason Leigh Bill Cobbs John Mahoney Joel Coen Comedy|Fantasy
Jet Li,Takeshi Kaneshiro,Andy Lau,Peter Ho-Sun Chan,Action|Drama|History|Romance|War,the warlords,Jet Li Takeshi Kaneshiro Andy Lau Peter Ho-Sun Chan Action|Drama|History|Romance|War
Jay Hernandez,Kuno Becker,Jason Scott Lee,Sergey Bodrov,Drama|History|War,nomad: the warrior,Jay Hernandez Kuno Becker Jason Scott Lee Sergey Bodrov Drama|History|War
Chris Evans,Ewen Bremner,Kang-ho Song,Joon-ho Bong,Action|Drama|Sci-Fi|Thriller,snowpiercer,Chris Evans Ewen Bremner Kang-ho Song Joon-ho Bong Action|Drama|Sci-Fi|Thriller
Adam Goldberg,Bob Balaban,François Cluzet,Bibo Bergeron,Adventure|Animation|Comedy|Fantasy|Music|Romance,a monster in paris,Adam Goldberg Bob Balaban François Cluzet Bibo Bergeron Adventure|Animation|Comedy|Fantasy|Music|Romance
Matthew Broderick,Glenn Morshower,Tim Blake Nelson,Jeff Nathanson,Comedy,the last shot,Matthew Broderick Glenn Morshower Tim Blake Nelson Jeff Nathanson Comedy
Michael Wincott,Bai Ling,David Patrick Kelly,Alex Proyas,Action|Drama|Fantasy,the crow,Michael Wincott Bai Ling David Patrick Kelly Alex Proyas Action|Drama|Fantasy
Tamannaah Bhatia,Anushka Shetty,Prabhas,S.S. Rajamouli,Action|Adventure|Drama|Fantasy|War,baahubali: the beginning,Tamannaah Bhatia Anushka Shetty Prabhas S.S. Rajamouli Action|Adventure|Drama|Fantasy|War
Arliss Howard,Brooklynn Proulx,Michelle Nolden,Robert Schwentke,Drama|Fantasy|Romance|Sci-Fi,the time traveler's wife,Arliss Howard Brooklynn Proulx Michelle Nolden Robert Schwentke Drama|Fantasy|Romance|Sci-Fi
Colin Ferguson,Stephen Collins,Tom Everett Scott,Michael Lehmann,Comedy|Romance,because i said so,Colin Ferguson Stephen Collins Tom Everett Scott Michael Lehmann Comedy|Romance
Paul Walker,Vin Diesel,Jordana Brewster,Rob Cohen,Action|Crime|Thriller,the fast and the furious,Paul Walker Vin Diesel Jordana Brewster Rob Cohen Action|Crime|Thriller
Martin Landau,Catherine O'Hara,Atticus Shaffer,Tim Burton,Animation|Comedy|Family|Horror|Sci-Fi,frankenweenie,Martin Landau Catherine O'Hara Atticus Shaffer Tim Burton Animation|Comedy|Family|Horror|Sci-Fi
Adam Baldwin,Sean Maher,Michael Hitchcock,Joss Whedon,Action|Adventure|Sci-Fi|Thriller,serenity,Adam Baldwin Sean Maher Michael Hitchcock Joss Whedon Action|Adventure|Sci-Fi|Thriller
Omar Epps,Charles S. Dutton,Tim Daly,Charles S. Dutton,Biography|Drama|Romance|Sport,against the ropes,Omar Epps Charles S. Dutton Tim Daly Charles S. Dutton Biography|Drama|Romance|Sport
Margot Kidder,Robert Vaughn,Jackie Cooper,Richard Lester,Action|Comedy|Sci-Fi,superman iii,Margot Kidder Robert Vaughn Jackie Cooper Richard Lester Action|Comedy|Sci-Fi
Robert De Niro,Sylvester Stallone,Oscar Gale,Peter Segal,Comedy|Sport,grudge match,Robert De Niro Sylvester Stallone Oscar Gale Peter Segal Comedy|Sport
Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao,John Woo,Action|Adventure|Drama|History|War,red cliff,Takeshi Kaneshiro Tony Chiu Wai Leung Wei Zhao John Woo Action|Adventure|Drama|History|War
Ethan Embry,Mary Lynn Rajskub,Courtney Gains,Andy Tennant,Comedy|Romance,sweet home alabama,Ethan Embry Mary Lynn Rajskub Courtney Gains Andy Tennant Comedy|Romance
Gerard Butler,John Michael Higgins,Eric Winter,Robert Luketic,Comedy|Romance,the ugly truth,Gerard Butler John Michael Higgins Eric Winter Robert Luketic Comedy|Romance
Austin Pendleton,Phil Hartman,Max Casella,Jonathan Lynn,Comedy,sgt. bilko,Austin Pendleton Phil Hartman Max Casella Jonathan Lynn Comedy
Steve Buscemi,Alexa PenaVega,Emily Osment,Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,spy kids 2: island of lost dreams,Steve Buscemi Alexa PenaVega Emily Osment Robert Rodriguez Action|Adventure|Comedy|Family|Sci-Fi
LeVar Burton,Alan Ruck,Jonathan Frakes,David Carson,Action|Adventure|Mystery|Sci-Fi|Thriller,star trek: generations,LeVar Burton Alan Ruck Jonathan Frakes David Carson Action|Adventure|Mystery|Sci-Fi|Thriller
Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui,Kar-Wai Wong,Action|Biography|Drama,the grandmaster,Tony Chiu Wai Leung Hye-kyo Song Elvis Tsui Kar-Wai Wong Action|Biography|Drama
Robert Pattinson,Christoph Waltz,James Frain,Francis Lawrence,Drama|Romance,water for elephants,Robert Pattinson Christoph Waltz James Frain Francis Lawrence Drama|Romance
Joseph Gordon-Levitt,Wayne Knight,Kristen Johnston,unknown,Comedy|Family|Sci-Fi,3rd rock from the sun            ,Joseph Gordon-Levitt Wayne Knight Kristen Johnston unknown Comedy|Family|Sci-Fi
Blythe Auffarth,Bianca Collins,Jiao Xu,Yuefeng Song,Adventure|Animation|Family|Fantasy,dragon nest: warriors' dawn,Blythe Auffarth Bianca Collins Jiao Xu Yuefeng Song Adventure|Animation|Family|Fantasy
Denzel Washington,Vincent Pastore,Deborah Kara Unger,Norman Jewison,Biography|Drama|Sport,the hurricane,Denzel Washington Vincent Pastore Deborah Kara Unger Norman Jewison Biography|Drama|Sport
Bill Cobbs,Jeff Kober,Billy Campbell,Michael Apted,Crime|Drama|Thriller,enough,Bill Cobbs Jeff Kober Billy Campbell Michael Apted Crime|Drama|Thriller
Sarah Silverman,Anne Bancroft,Jeffrey Jones,David Mirkin,Comedy|Crime|Romance,heartbreakers,Sarah Silverman Anne Bancroft Jeffrey Jones David Mirkin Comedy|Crime|Romance
D.B. Woodside,Daniella Alonso,Eduardo Verástegui,Andy Fickman,Action|Comedy|Crime,paul blart: mall cop 2,D.B. Woodside Daniella Alonso Eduardo Verástegui Andy Fickman Action|Comedy|Crime
Sonia Braga,Shirley Knight,Kari Matchett,Luis Mandoki,Drama|Romance,angel eyes,Sonia Braga Shirley Knight Kari Matchett Luis Mandoki Drama|Romance
Jim Belushi,Ken Marino,Kelly Lynch,John Pasquin,Comedy|Drama,joe somebody,Jim Belushi Ken Marino Kelly Lynch John Pasquin Comedy|Drama
Johnny Depp,Frank Langella,Lena Olin,Roman Polanski,Mystery|Thriller,the ninth gate,Johnny Depp Frank Langella Lena Olin Roman Polanski Mystery|Thriller
J.K. Simmons,Paul Guilfoyle,Bill Nunn,Michael Apted,Crime|Drama|Mystery|Thriller,extreme measures,J.K. Simmons Paul Guilfoyle Bill Nunn Michael Apted Crime|Drama|Mystery|Thriller
Beth Grant,Dagmara Dominczyk,Matthew Glave,Stephen Herek,Drama|Music,rock star,Beth Grant Dagmara Dominczyk Matthew Glave Stephen Herek Drama|Music
Mo'Nique,Gabourey Sidibe,Mariah Carey,Lee Daniels,Drama,precious,Mo'Nique Gabourey Sidibe Mariah Carey Lee Daniels Drama
Jeff Bridges,Jason Marsden,Ethan Embry,Ridley Scott,Adventure|Drama,white squall,Jeff Bridges Jason Marsden Ethan Embry Ridley Scott Adventure|Drama
Wilford Brimley,Richard Masur,David Clennon,John Carpenter,Horror|Mystery|Sci-Fi,the thing,Wilford Brimley Richard Masur David Clennon John Carpenter Horror|Mystery|Sci-Fi
Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine,David Twohy,Action|Sci-Fi|Thriller,riddick,Vin Diesel Nolan Gerard Funk Bokeem Woodbine David Twohy Action|Sci-Fi|Thriller
Gregory Scott Cummins,Claudia Stedelin,Ted Markland,Jeb Stuart,Crime|Mystery|Thriller,switchback,Gregory Scott Cummins Claudia Stedelin Ted Markland Jeb Stuart Crime|Mystery|Thriller
Tom Skerritt,Usher Raymond,Leonor Varela,Steve Miner,Action|Adventure|Drama|Thriller|Western,texas rangers,Tom Skerritt Usher Raymond Leonor Varela Steve Miner Action|Adventure|Drama|Thriller|Western
Bill Murray,Toby Jones,Harry Treadaway,Gil Kenan,Adventure|Family|Fantasy|Sci-Fi,city of ember,Bill Murray Toby Jones Harry Treadaway Gil Kenan Adventure|Family|Fantasy|Sci-Fi
Mike Howard,Jeffrey W. Jenkins,Bruce Goodchild,Paul Thomas Anderson,Drama,the master,Mike Howard Jeffrey W. Jenkins Bruce Goodchild Paul Thomas Anderson Drama
Hayden Christensen,Ryan Cartwright,David Walliams,David Leland,Adventure|Comedy|History|Romance,virgin territory,Hayden Christensen Ryan Cartwright David Walliams David Leland Adventure|Comedy|History|Romance
